#         t          x          y          z         vx         vy         vz
      9.360   -212.970    190.748      7.813    134.749    -24.151     56.301
      9.370   -211.620    190.504      8.376    135.340    -24.681     56.278
      9.380   -210.263    190.254      8.938    135.934    -25.217     56.252
      9.390   -208.901    189.999      9.501    136.530    -25.758     56.225
      9.400   -207.533    189.739     10.063    137.129    -26.304     56.195
      9.410   -206.158    189.473     10.625    137.731    -26.855     56.164
      9.420   -204.778    189.202     11.186    138.335    -27.412     56.131
      9.430   -203.392    188.925     11.747    138.942    -27.974     56.095
      9.440   -201.999    188.642     12.308    139.552    -28.542     56.058
      9.450   -200.601    188.354     12.868    140.164    -29.116     56.018
      9.460   -199.196    188.060     13.428    140.780    -29.695     55.977
      9.470   -197.785    187.760     13.988    141.398    -30.281     55.933
      9.480   -196.368    187.454     14.547    142.019    -30.872     55.886
      9.490   -194.945    187.143     15.106    142.643    -31.469     55.838
      9.500   -193.515    186.825     15.664    143.270    -32.073     55.787
      9.510   -192.079    186.501     16.221    143.899    -32.682     55.733
      9.520   -190.637    186.171     16.778    144.532    -33.298     55.677
      9.530   -189.189    185.835     17.335    145.168    -33.921     55.619
      9.540   -187.734    185.493     17.891    145.806    -34.550     55.558
      9.550   -186.272    185.144     18.446    146.448    -35.186     55.494
      9.560   -184.805    184.789     19.001    147.093    -35.828     55.427
      9.570   -183.331    184.427     19.555    147.740    -36.478     55.358
      9.580   -181.850    184.059     20.108    148.391    -37.135     55.286
      9.590   -180.363    183.685     20.660    149.045    -37.798     55.211
      9.600   -178.869    183.303     21.212    149.702    -38.470     55.133
      9.610   -177.369    182.915     21.763    150.362    -39.148     55.051
      9.620   -175.862    182.520     22.313    151.025    -39.834     54.967
      9.630   -174.348    182.119     22.862    151.691    -40.528     54.879
      9.640   -172.828    181.710     23.411    152.361    -41.229     54.789
      9.650   -171.301    181.294     23.958    153.033    -41.939     54.694
      9.660   -169.767    180.871     24.504    153.709    -42.657     54.597
      9.670   -168.227    180.441     25.050    154.388    -43.383     54.495
      9.680   -166.679    180.003     25.594    155.070    -44.117     54.390
      9.690   -165.125    179.558     26.138    155.756    -44.860     54.282
      9.700   -163.564    179.106     26.680    156.445    -45.611     54.169
      9.710   -161.996    178.646     27.221    157.137    -46.372     54.053
      9.720   -160.421    178.179     27.761    157.832    -47.141     53.932
      9.730   -158.840    177.703     28.300    158.531    -47.920     53.808
      9.740   -157.251    177.220     28.837    159.233    -48.708     53.679
      9.750   -155.655    176.729     29.373    159.938    -49.506     53.546
      9.760   -154.052    176.230     29.908    160.646    -50.313     53.408
      9.770   -152.442    175.723     30.441    161.358    -51.131     53.266
      9.780   -150.825    175.207     30.973    162.073    -51.958     53.119
      9.790   -149.201    174.684     31.504    162.792    -52.796     52.967
      9.800   -147.569    174.151     32.033    163.514    -53.645     52.810
      9.810   -145.930    173.611     32.560    164.239    -54.504     52.649
      9.820   -144.284    173.061     33.086    164.967    -55.374     52.482
      9.830   -142.631    172.503     33.610    165.699    -56.255     52.309
      9.840   -140.970    171.936     34.132    166.434    -57.148     52.131
      9.850   -139.302    171.360     34.652    167.172    -58.052     51.948
      9.860   -137.627    170.775     35.171    167.914    -58.968     51.758
      9.870   -135.944    170.181     35.687    168.659    -59.897     51.563
      9.880   -134.254    169.577     36.202    169.407    -60.837     51.361
      9.890   -132.556    168.964     36.714    170.158    -61.791     51.154
      9.900   -130.850    168.341     37.225    170.912    -62.757     50.939
      9.910   -129.138    167.709     37.733    171.670    -63.736     50.718
      9.920   -127.417    167.066     38.239    172.431    -64.728     50.490
      9.930   -125.689    166.414     38.743    173.194    -65.735     50.255
      9.940   -123.953    165.751     39.244    173.961    -66.755     50.013
      9.950   -122.210    165.079     39.743    174.731    -67.789     49.763
      9.960   -120.458    164.396     40.240    175.503    -68.838     49.505
      9.970   -118.700    163.702     40.733    176.279    -69.902     49.240
      9.980   -116.933    162.998     41.224    177.057    -70.981     48.966
      9.990   -115.158    162.282     41.713    177.838    -72.076     48.684
     10.000   -113.376    161.556     42.198    178.622    -73.186     48.393
     10.010   -111.586    160.818     42.680    179.408    -74.313     48.093
